--------- beginning of /dev/log/main 
I/Icing   (  746): Indexing 9EBFE84EABD9270B25A97439CA522B4FC49A4875 from com.google.android.gms 
I/Icing   (  746): Indexing done 9EBFE84EABD9270B25A97439CA522B4FC49A4875 
D/AndroidRuntime( 8097):  
D/AndroidRuntime( 8097): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<< 
D/AndroidRuntime( 8097): CheckJNI is OFF 
D/dalvikvm( 8097): Using executionMode 2 
D/dalvikvm( 8097): Trying to load lib libjavacore.so 0x0 
D/dalvikvm( 8097): Added shared lib libjavacore.so 0x0 
D/dalvikvm( 8097): Trying to load lib libnativehelper.so 0x0 
D/dalvikvm( 8097): Added shared lib libnativehelper.so 0x0 
D/dalvikvm( 8097): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init 
D/dalvikvm( 8097): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods 
E/memtrack( 8097): Couldn't load memtrack module (No such file or directory) 
E/android.os.Debug( 8097): failed to load memtrack module: -2 
D/AndroidRuntime( 8097): Calling main entry com.android.commands.monkey.Monkey 
--------- beginning of /dev/log/system 
W/BroadcastQueue(  470): Skipping deliver [background] BroadcastRecord{4aa65084 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4aa6a024 8097 (unknown name)/0/u-1 remote:4a9997d0}: process crashing 
D/yeshen  ( 6059): launcher onpause 
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.greendot.walmart.prepaid/com.greendotcorp.core.activity.RootActivity} from pid 8097 
I/ActivityManager(  470): Start proc com.greendot.walmart.prepaid for activity com.greendot.walmart.prepaid/com.greendotcorp.core.activity.RootActivity: pid=8107 uid=10054 gids={50054, 3003, 1028, 1015, 1023} 
E/SurfaceFlinger(  165): glCheckFramebufferStatusOES error 36054 
E/SurfaceFlinger(  165): got GL_FRAMEBUFFER_COMPLETE_OES error while taking screenshot 
D/SurfaceFlinger(  165): setOrientation, mFbdev=0xb8e13050, mFbDev->setOrientation=0xb694cce0, orientation=3 
I/gralloc_nox(  165): setOrientation: orientation=3 
D/Tinker.DefaultAppLike( 6059): onConfigurationChanged:{1.0 310mcc16mnc ja_US ldltr sw480dp w480dp h828dp 240dpi lrg long port finger qwerty/v/v dpad/v s.43} 
I/InputReader(  470): Reconfiguring input devices.  changes=0x00000004 
I/InputReader(  470): Device reconfigured: id=1, name='seamless mouse', size 1280x720, orientation 3, mode 1, display id 0 
I/InputReader(  470): Device reconfigured: id=3, name='Android Input', size 1280x720, orientation 3, mode 1, display id 0 
I/InputReader(  470): Reconfiguring input devices.  changes=0x00000004 
I/InputReader(  470): Device reconfigured: id=8, name='VirtualBox USB Tablet', size 1280x720, orientation 3, mode 1, display id 0 
I/ActivityManager(  470): Config changes=480 {1.0 310mcc16mnc ja_US ldltr sw480dp w480dp h828dp 240dpi lrg long port finger qwerty/v/v dpad/v s.43} 
D/Sensors (  470): Client connection accepted (183) 
D/PhoneStatusBar(  556): mSettingsPanelGravity = 55 
W/SurfaceFlinger(  165): setTransactionState timed out! 
W/NetworkManagementSocketTagger(  470): setKernelCountSet(10054, 1) failed with errno -13 
I/WearableService(  668): Wearable Services stopping 
I/dalvikvm( 8107): ignoring registerObject request in thread=1 
I/dalvikvm( 8107): ignoring registerObject request in thread=1 
D/dalvikvm(  556): GC_FOR_ALLOC freed 767K, 65% free 7044K/19764K, paused 2ms, total 12ms 
I/dalvikvm-heap(  556): Grow heap (frag case) to 13.191MB for 6553612-byte allocation 
D/dalvikvm(  556): GC_FOR_ALLOC freed 1K, 49% free 13443K/26168K, paused 28ms, total 28ms 
D/dalvikvm(  556): GC_CONCURRENT freed 1K, 49% free 13442K/26168K, paused 2ms+1ms, total 6ms 
W/WindowManager(  470): Window freeze timeout expired. 
W/WindowManager(  470): Force clearing orientation change: Window{4a9639a4 u0 StatusBar} 
W/WindowManager(  470): Force clearing orientation change: Window{4aa644d8 u0 Starting com.greendot.walmart.prepaid} 
W/WindowManager(  470): Force clearing orientation change: Window{4a997784 u0 com.android.systemui.ImageWallpaper} 
W/WindowManager(  470): App freeze timeout expired. 
W/WindowManager(  470): Force clearing freeze: AppWindowToken{4aa5c4dc token=Token{4ac0083c ActivityRecord{4ae60120 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.RootActivity t48}}} 
E/FlurryAgent( 8107): Listener cannot be null 
I/WindowManager(  470): Screen frozen for +5s132ms due to Window{4aa644d8 u0 Starting com.greendot.walmart.prepaid} 
I/dalvikvm( 8107): Could not find method android.content.pm.PackageManager.getPackageInstaller, referenced from method com.google.android.gms.common.zze.zzs 
W/dalvikvm( 8107): VFY: unable to resolve virtual method 1628: Landroid/content/pm/PackageManager;.getPackageInstaller ()Landroid/content/pm/PackageInstaller; 
D/dalvikvm( 8107): VFY: replacing opcode 0x6e at 0x001a 
D/dalvikvm( 8107): JIT code cache reset in 0 ms (0 bytes 1/0) 
D/dalvikvm( 8107): GC_CONCURRENT freed 258K, 10% free 3071K/3392K, paused 1ms+2ms, total 12ms 
I/System.out( 8107): body:<okhttp3.MediaType: okhttp3.MediaType parse(java.lang.String)>	sig:specialinvoke $r11.<okhttp3.MediaType: void <init>(java.lang.String,java.lang.String,java.lang.String,java.lang.String)>($r0, $r4, $r5, $r7)	timediff:0 
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:$r3 = virtualinvoke $r0.<okhttp3.Headers: java.lang.String value(int)>($i4)	timediff:0
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:$r2 = virtualinvoke $r0.<okhttp3.Headers: java.lang.String name(int)>($i4)	timediff:0
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:$r3 = virtualinvoke $r0.<okhttp3.Headers: java.lang.String value(int)>($i4)	timediff:0
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:$r2 = virtualinvoke $r0.<okhttp3.Headers: java.lang.String name(int)>($i4)	timediff:0
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:$r3 = virtualinvoke $r0.<okhttp3.Headers: java.lang.String value(int)>($i4)	timediff:0
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:$r2 = virtualinvoke $r0.<okhttp3.Headers: java.lang.String name(int)>($i4)	timediff:0
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:$r3 = virtualinvoke $r0.<okhttp3.Headers: java.lang.String value(int)>($i4)	timediff:0
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:$r2 = virtualinvoke $r0.<okhttp3.Headers: java.lang.String name(int)>($i4)	timediff:0
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:$r3 = virtualinvoke $r0.<okhttp3.Headers: java.lang.String value(int)>($i4)	timediff:0
I/System.out( 8107): body:<okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>	sig:specialinvoke $r6.<okhttp3.CacheControl: void <init>(boolean,boolean,int,int,boolean,boolean,boolean,int,int,boolean,boolean,java.lang.String)>($z7, $z0, $i0, $i1, $z1, $z2, $z3, $i2, $i3, $z4, $z5, $r5)	timediff:0
I/System.out( 8107): body:<okhttp3.Request: okhttp3.CacheControl cacheControl()>	sig:$r1 = staticinvoke <okhttp3.CacheControl: okhttp3.CacheControl parse(okhttp3.Headers)>($r2)	timediff:2
I/System.out( 8107): body:<okhttp3.internal.http.CacheStrategy$Factory: okhttp3.internal.http.CacheStrategy get()>	sig:$r3 = virtualinvoke $r1.<okhttp3.Request: okhttp3.CacheControl cacheControl()>()	timediff:2
I/System.out( 8107): body:<okhttp3.internal.http.CacheStrategy$Factory: okhttp3.internal.http.CacheStrategy get()>	sig:$z0 = virtualinvoke $r3.<okhttp3.CacheControl: boolean onlyIfCached()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.HttpEngine: void sendRequest()>	sig:$r1 = virtualinvoke $r3.<okhttp3.internal.http.CacheStrategy$Factory: okhttp3.internal.http.CacheStrategy get()>()	timediff:2
I/System.out( 8107): body:<okhttp3.internal.http.HttpEngine: okhttp3.internal.http.HttpStream connect()>	sig:$r3 = virtualinvoke $r1.<okhttp3.Request: java.lang.String method()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.HttpEngine: okhttp3.internal.http.HttpStream connect()>	sig:$i0 = virtualinvoke $r2.<okhttp3.OkHttpClient: int connectTimeoutMillis()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.HttpEngine: okhttp3.internal.http.HttpStream connect()>	sig:$i1 = virtualinvoke $r2.<okhttp3.OkHttpClient: int readTimeoutMillis()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.HttpEngine: okhttp3.internal.http.HttpStream connect()>	sig:$i2 = virtualinvoke $r2.<okhttp3.OkHttpClient: int writeTimeoutMillis()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.HttpEngine: okhttp3.internal.http.HttpStream connect()>	sig:$z1 = virtualinvoke $r2.<okhttp3.OkHttpClient: boolean retryOnConnectionFailure()>()	timediff:0
I/System.out( 8107): body:<okhttp3.OkHttpClient$1: okhttp3.internal.io.RealConnection get(okhttp3.ConnectionPool,okhttp3.Address,okhttp3.internal.http.StreamAllocation)>	sig:$r4 = virtualinvoke $r1.<okhttp3.ConnectionPool: okhttp3.internal.io.RealConnection get(okhttp3.Address,okhttp3.internal.http.StreamAllocation)>($r2, $r3)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: okhttp3.internal.io.RealConnection findConnection(int,int,int,boolean)>	sig:$r3 = virtualinvoke $r8.<okhttp3.internal.Internal: okhttp3.internal.io.RealConnection get(okhttp3.ConnectionPool,okhttp3.Address,okhttp3.internal.http.StreamAllocation)>($r9, $r2, $r0)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: okhttp3.Route next()>	sig:$z0 = specialinvoke $r0.<okhttp3.internal.http.RouteSelector: boolean hasNextInetSocketAddress()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: okhttp3.Route next()>	sig:$z0 = specialinvoke $r0.<okhttp3.internal.http.RouteSelector: boolean hasNextProxy()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: java.net.Proxy nextProxy()>	sig:$z0 = specialinvoke $r0.<okhttp3.internal.http.RouteSelector: boolean hasNextProxy()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void resetNextInetSocketAddress(java.net.Proxy)>	sig:$r6 = virtualinvoke $r1.<java.net.Proxy: java.net.Proxy$Type type()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void resetNextInetSocketAddress(java.net.Proxy)>	sig:$r8 = virtualinvoke $r7.<okhttp3.Address: okhttp3.HttpUrl url()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void resetNextInetSocketAddress(java.net.Proxy)>	sig:$r9 = virtualinvoke $r8.<okhttp3.HttpUrl: java.lang.String host()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void resetNextInetSocketAddress(java.net.Proxy)>	sig:$r8 = virtualinvoke $r7.<okhttp3.Address: okhttp3.HttpUrl url()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void resetNextInetSocketAddress(java.net.Proxy)>	sig:$i0 = virtualinvoke $r8.<okhttp3.HttpUrl: int port()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void resetNextInetSocketAddress(java.net.Proxy)>	sig:$r6 = virtualinvoke $r1.<java.net.Proxy: java.net.Proxy$Type type()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void resetNextInetSocketAddress(java.net.Proxy)>	sig:$r15 = virtualinvoke $r7.<okhttp3.Address: okhttp3.Dns dns()>()	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] b(java.lang.String,int,java.lang.String)>	sig:$i1 = virtualinvoke $r13.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:184
I/System.out( 8107): body:<com.a.a.bi: byte[] b(java.lang.String,int,java.lang.String)>	sig:$r7 = virtualinvoke $r3.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out( 8107): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out( 8107): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out( 8107): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out( 8107): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out( 8107): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out( 8107): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out( 8107): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out( 8107): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out( 8107): URLConn;%;3;%;<com.a.a.bi: byte[] b(java.lang.String,int,java.lang.String)>;%;$r7 = virtualinvoke $r3.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://greendot.sc.omtrdc.net/id;%;false;%;43;%;Not found;%;Not found;%;Not found;%;s_vi=[CS]v1|2D68C82F85036B13-600011982009B33B[CE]; Expires=Mon, 13 Apr 2020 05:23:43 GMT; Domain=omtrdc.net; Path=/
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.b: int getSoTimeout()>	sig:$i0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: int getSoTimeout()>()	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.b: void setSoTimeout(int)>	sig:virtualinvoke $r1.<javax.net.ssl.SSLSocket: void setSoTimeout(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.b: void setSoTimeout(int)>	sig:virtualinvoke $r1.<javax.net.ssl.SSLSocket: void setSoTimeout(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.ez: void a(a.a.ci)>	sig:$r6 = virtualinvoke $r5.<java.net.URL: java.lang.String getHost()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] b(java.lang.String,int,java.lang.String)>	sig:virtualinvoke $r3.<java.net.HttpURLConnection: void disconnect()>()	timediff:0
I/System.out( 8107): body:<com.a.a.bi: java.net.HttpURLConnection a(java.lang.String)>	sig:specialinvoke $r1.<java.net.URL: void <init>(java.lang.String)>($r0)	timediff:0
I/System.out( 8107): <com.a.a.bi: java.net.HttpURLConnection a(java.lang.String)>###specialinvoke $r1.<java.net.URL: void <init>(java.lang.String)>($r0)###https://greendot.sc.omtrdc.net/b/ss/gdc-mobile-native-production/0/JAVA-4.12.0-AN/s59517876
I/System.out( 8107): body:<com.a.a.bi: java.net.HttpURLConnection a(java.lang.String)>	sig:$r2 = virtualinvoke $r1.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] a(java.lang.String,java.lang.String,java.util.Map,java.lang.String)>	sig:virtualinvoke $r5.<java.net.HttpURLConnection: void setConnectTimeout(int)>(5000)	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] a(java.lang.String,java.lang.String,java.util.Map,java.lang.String)>	sig:virtualinvoke $r5.<java.net.HttpURLConnection: void setReadTimeout(int)>(5000)	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] a(java.lang.String,java.lang.String,java.util.Map,java.lang.String)>	sig:virtualinvoke $r5.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>("POST")	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] a(java.lang.String,java.lang.String,java.util.Map,java.lang.String)>	sig:virtualinvoke $r5.<java.net.HttpURLConnection: void setFixedLengthStreamingMode(int)>($i0)	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] a(java.lang.String,java.lang.String,java.util.Map,java.lang.String)>	sig:virtualinvoke $r5.<java.net.HttpURLConnection: void setRequestProperty(java.lang.String,java.lang.String)>("Content-Type", "application/x-www-form-urlencoded")	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] a(java.lang.String,java.lang.String,java.util.Map,java.lang.String)>	sig:virtualinvoke $r5.<java.net.HttpURLConnection: void setRequestProperty(java.lang.String,java.lang.String)>($r0, $r11)	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] a(java.lang.String,java.lang.String,java.util.Map,java.lang.String)>	sig:virtualinvoke $r5.<java.net.HttpURLConnection: void setRequestProperty(java.lang.String,java.lang.String)>($r0, $r11)	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.b: int getSoTimeout()>	sig:$i0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: int getSoTimeout()>()	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.b: void setSoTimeout(int)>	sig:virtualinvoke $r1.<javax.net.ssl.SSLSocket: void setSoTimeout(int)>($i0)	timediff:1
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.b: java.io.OutputStream getOutputStream()>	sig:$r3 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: java.io.OutputStream getOutputStream()>()	timediff:0
I/System.out( 8107): body:<a.a.b: java.io.InputStream getInputStream()>	sig:$r4 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: java.io.InputStream getInputStream()>()	timediff:0
I/System.out( 8107): body:<a.a.b: java.net.InetAddress getLocalAddress()>	sig:$r2 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: java.net.InetAddress getLocalAddress()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<com.flurry.sdk.ku: void i()>	sig:$r15 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.OutputStream getOutputStream()>()	timediff:213
I/System.out( 8107): body:<a.a.b: a.a.ci a(boolean)>	sig:$r3 = virtualinvoke $r2.<javax.net.ssl.SSLSocket: java.net.InetAddress getInetAddress()>()	timediff:0
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.b: void setSoTimeout(int)>	sig:virtualinvoke $r1.<javax.net.ssl.SSLSocket: void setSoTimeout(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.b: void setSoTimeout(int)>	sig:virtualinvoke $r1.<javax.net.ssl.SSLSocket: void setSoTimeout(int)>($i0)	timediff:0
I/System.out( 8107): body:<com.a.a.bi: byte[] a(java.lang.String,java.lang.String,java.util.Map,java.lang.String)>	sig:$r15 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.OutputStream getOutputStream()>()	timediff:17
