--------- beginning of /dev/log/main 
I/Icing   (26586): Indexing F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0 from com.google.android.gms 
I/Icing   (26586): Indexing done F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0 
I/WearableService(  643): Wearable Services stopping 
D/AndroidRuntime(31540):  
D/AndroidRuntime(31540): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<< 
D/AndroidRuntime(31540): CheckJNI is OFF 
D/dalvikvm(31540): Using executionMode 2 
D/dalvikvm(31540): Trying to load lib libjavacore.so 0x0 
D/dalvikvm(31540): Added shared lib libjavacore.so 0x0 
D/dalvikvm(31540): Trying to load lib libnativehelper.so 0x0 
D/dalvikvm(31540): Added shared lib libnativehelper.so 0x0 
D/dalvikvm(31540): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init 
D/dalvikvm(31540): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods 
E/memtrack(31540): Couldn't load memtrack module (No such file or directory) 
E/android.os.Debug(31540): failed to load memtrack module: -2 
D/AndroidRuntime(31540): Calling main entry com.android.commands.monkey.Monkey 
--------- beginning of /dev/log/system 
W/BroadcastQueue(  346): Skipping deliver [background] BroadcastRecord{4b1b3978 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4ae49894 31540 (unknown name)/0/u-1 remote:4abc2cb8}: process crashing 
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.windyty.android/com.windyty.StartActivity} from pid 31540 
I/ActivityManager(  346): Start proc com.windyty.android for activity com.windyty.android/com.windyty.StartActivity: pid=31550 uid=10092 gids={50092, 3003} 
W/NetworkManagementSocketTagger(  346): setKernelCountSet(10092, 1) failed with errno -13 
I/dalvikvm(31550): ignoring registerObject request in thread=1 
I/dalvikvm(31550): ignoring registerObject request in thread=1 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1} 
I/dalvikvm(31550): Could not find method android.preference.DialogPreference.<init>, referenced from method com.windyty.gui.MyDialogPreference.<init> 
W/dalvikvm(31550): VFY: unable to resolve direct method 1270: Landroid/preference/DialogPreference;.<init> (Landroid/content/Context;)V 
D/dalvikvm(31550): VFY: replacing opcode 0x70 at 0x0000 
D/dalvikvm(31550): JIT code cache reset in 0 ms (0 bytes 1/0) 
D/dalvikvm(31550): GC_CONCURRENT freed 227K, 9% free 2969K/3256K, paused 5ms+2ms, total 9ms 
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;5;%;<com.windyty.dayforecast.DayForecastTask: boolean loadData(java.lang.String)>;%;$r10 = virtualinvoke $r9.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windytv.com/node/7days/33.786003/-118.298004/oiurouoweruouoiuou;%;false;%;Not found;%;private, no-cache, no-store, must-revalidate;%;-1;%;Not found;%;Not found
I/System.out(31550): body:<com.windyty.dayforecast.DayForecastTask: boolean loadData(java.lang.String)>	sig:virtualinvoke $r9.<java.net.HttpURLConnection: void disconnect()>()	timediff:0
W/InputMethodManagerService(  346): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4ad4f818 attribute=null, token = android.os.BinderProxy@4ad693c4
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:128
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;6;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windytv.com/gfs/2018/04/14/06/j1/0/3/wind-surface.jpg?reftime=2018041312;%;false;%;12671;%;max-age=18000;%;Not found;%;5781;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
I/InputDispatcher(  346): Dropped event because of pending overdue app switch.
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://www.windytv.com/gfs/2018/04/14/06/j1/0/4/wind-surface.jpg?1312
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
W/InputManager(  346): Input event injection from pid 31540 failed.
W/EGL_emulation(31550): eglSurfaceAttrib not implemented 3093 12436
I/ActivityManager(  346): START u0 {act=android.intent.action.CALL_BUTTON flg=0x10000000} from pid 31550
W/PhoneFallbackEventHandler(31550): No activity found for android.intent.action.CALL_BUTTON.
W/InputMethodManagerService(  346): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aca6108 attribute=android.view.inputmethod.EditorInfo@4aee6aac, token = android.os.BinderProxy@4ad693c4
W/DebugConnManager(  670): getNetworkInfo() on networkType 1
I/ActivityManager(  346): START u0 {act=android.intent.action.CALL_BUTTON flg=0x10000000} from pid 31550
W/PhoneFallbackEventHandler(31550): No activity found for android.intent.action.CALL_BUTTON.
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:161
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;7;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windytv.com/gfs/2018/04/14/06/j1/0/4/wind-surface.jpg?reftime=2018041312;%;false;%;15583;%;max-age=18000;%;Not found;%;5780;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
D/dalvikvm(31550): GC_CONCURRENT freed 606K, 12% free 4976K/5644K, paused 1ms+1ms, total 6ms
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://www.windytv.com/gfs/2018/04/14/06/j1/0/3/wind-surface.jpg?1312
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
I/ActivityManager(  346): START u0 {act=android.intent.action.CALL_BUTTON flg=0x10000000} from pid 31550
W/PhoneFallbackEventHandler(31550): No activity found for android.intent.action.CALL_BUTTON.
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:120
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;8;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windytv.com/gfs/2018/04/14/06/j1/0/3/wind-surface.jpg?reftime=2018041312;%;false;%;12671;%;max-age=18000;%;Not found;%;5781;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
W/EGL_emulation(27446): eglSurfaceAttrib not implemented 3093 12436
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://www.windytv.com/gfs/2018/04/14/06/j1/0/4/wind-surface.jpg?1312
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:113
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
